nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,montant_pret
Jourdan,André,20,164.4,26.1,F,non,aucun,Hauts-de-France,oui,non,4963,83819
Marion,Suzanne,46,180.9,64.4,H,non,doctorat,Normandie,oui,oui,2522,41585
Couturier,Laure,21,158.3,95.4,H,non,master,Normandie,oui,non,4776,42131
Vidal,Honoré,44,171.6,85.4,H,oui,master,Normandie,non,non,2710,42373
Munoz,Renée,74,156.6,63.8,H,non,aucun,Occitanie,non,oui,2658,41731
Tessier,Édouard,24,165.5,66.7,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2390,41968
Alexandre,Juliette,26,169.2,70.8,F,non,master,Occitanie,non,oui,1227,83846
Delaunay,Éléonore,26,162.8,50.7,H,oui,bac,Bretagne,non,oui,3673,41634
Besnard,Grégoire,59,148.9,87.3,F,non,doctorat,Hauts-de-France,oui,oui,4163,83714
Maillard,Alex,56,167.0,31.0,F,non,bac+2,Île-de-France,oui,oui,2066,83931
Marie,Charles,50,169.4,54.8,H,non,bac+2,Corse,oui,non,1881,41850
Rolland,Claire,30,185.3,80.0,H,non,bac,Occitanie,non,oui,1390,42448
Letellier,Jules,39,154.0,65.1,F,non,master,Auvergne-Rhône-Alpes,oui,oui,2243,83950
Payet,Maggie,74,175.0,62.0,H,non,bac,Île-de-France,oui,non,3113,42045
Ledoux,Antoine,47,189.4,82.2,H,oui,master,Auvergne-Rhône-Alpes,non,oui,2442,42467
Fontaine,Michel,29,168.2,64.6,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3916,41872
Charrier,Denis,25,163.7,70.7,H,non,master,Corse,non,oui,2561,41830
Courtois,Julien,19,165.0,49.4,H,oui,bac+2,Hauts-de-France,oui,non,2887,42241
Cohen,Alain,64,169.4,77.5,H,non,doctorat,Corse,oui,oui,1859,41993
Grondin,Jérôme,29,182.2,56.8,F,oui,aucun,Hauts-de-France,non,non,4554,83678
Maréchal,Christiane,74,152.5,76.5,H,non,bac,Bretagne,non,oui,3070,41590
Andre,Odette,69,162.0,76.4,F,oui,doctorat,Normandie,oui,oui,4035,83888
Verdier,Victor,74,147.8,77.5,H,oui,bac,Normandie,non,oui,500,42134
Carre,Jeanne,45,160.3,94.4,H,oui,doctorat,Corse,non,non,1801,42054
Blanchet,Adrien,38,158.3,67.0,H,oui,bac+2,Hauts-de-France,non,oui,4981,42171
Leduc,Noémi,23,151.7,54.2,F,oui,bac,Normandie,non,oui,4296,83783
Marty,Marc,47,188.6,68.4,H,non,bac+2,Occitanie,non,oui,1013,41778
Pelletier,Marianne,55,191.0,93.9,F,oui,bac,Corse,oui,oui,3314,84489
Fleury,Céline,33,161.9,69.3,F,oui,bac+2,Normandie,non,oui,2307,84061
Baron,Danielle,71,173.3,91.8,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3555,83562
Rousset,Claire,36,159.2,90.6,F,non,bac,Île-de-France,non,oui,2875,83771
Collet,Philippe,39,176.9,92.0,F,non,master,Normandie,non,oui,1166,84030
Labbé,Hélène,49,169.6,62.0,F,non,master,Île-de-France,oui,oui,618,84436
Charrier,Frédéric,34,173.5,107.7,H,non,aucun,Bretagne,oui,non,500,42397
Lemaître,Patrick,32,169.7,79.6,H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,2647,42220
Roux,Lucas,39,168.9,50.5,H,non,bac+2,Bretagne,non,oui,2779,42431
Dumas,Victoire,56,162.4,37.2,H,non,aucun,Bretagne,non,non,3933,42211
Guérin,Paulette,68,179.6,70.8,F,non,doctorat,Île-de-France,non,non,2774,84033
Rossi,Françoise,66,180.7,73.4,H,non,bac,Corse,oui,oui,3584,42152
Potier,Anastasie,51,167.0,89.7,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,2884,83513
Lefèvre,Alex,45,171.9,50.9,F,oui,master,Occitanie,oui,oui,2844,83725
Michel,Marianne,54,161.7,60.4,H,non,aucun,Occitanie,non,oui,1521,42016
Gérard,Bernard,44,159.3,101.9,F,non,doctorat,Bretagne,non,oui,4097,83769
Dufour,Adélaïde,54,189.2,51.7,H,oui,bac,Auvergne-Rhône-Alpes,non,non,2585,41905
Aubry,Margaud,31,157.1,59.6,F,oui,doctorat,Normandie,oui,oui,1398,83612
Mendès,Marc,39,182.4,64.1,F,non,aucun,Hauts-de-France,oui,non,3782,84322
Becker,Maryse,29,176.0,104.6,H,non,aucun,Hauts-de-France,oui,oui,724,42008
Da Costa,Anne,42,182.6,87.2,F,oui,bac,Bretagne,oui,oui,1331,83701
Guillot,Gilles,41,180.1,75.0,H,oui,bac+2,Normandie,non,oui,2227,42049
Gautier,Zacharie,25,161.8,59.2,H,non,master,Provence-Alpes-Côte d’Azur,non,non,4959,42416
Becker,Marcel,73,170.0,81.7,H,oui,bac,Bretagne,non,non,1550,41731
Guichard,Sébastien,60,162.2,86.2,F,oui,doctorat,Bretagne,oui,oui,880,83836
Laine,Dominique,61,165.8,70.5,F,non,bac,Île-de-France,oui,oui,2633,84382
Langlois,Guillaume,70,168.2,75.9,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3331,83996
Menard,Maryse,54,177.3,55.2,H,oui,bac+2,Occitanie,non,non,2159,41807
Moreau,Nicolas,63,181.9,83.4,F,non,doctorat,Hauts-de-France,non,oui,852,84171
Charrier,Élodie,75,173.5,40.3,F,non,master,Hauts-de-France,oui,oui,2556,84408
Buisson,William,20,189.0,55.8,H,oui,bac+2,Bretagne,oui,non,1498,42066
Courtois,Nath,64,177.6,46.9,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,1740,42032
Barbe,Emmanuel,24,176.0,60.5,F,non,master,Hauts-de-France,non,oui,2216,84461
Monnier,Amélie,20,177.4,76.3,F,oui,aucun,Occitanie,non,oui,2820,84029
Perrin,André,43,166.6,75.6,H,non,aucun,Île-de-France,non,oui,2351,41670
Jacquet,Susan,26,174.6,62.5,F,non,master,Occitanie,oui,oui,2280,83666
Mendès,Emmanuelle,60,160.1,69.5,H,non,bac,Occitanie,non,non,1526,42128
Blanchet,Colette,28,158.9,73.9,H,oui,bac,Bretagne,oui,oui,2755,42023
Ollivier,Alex,43,177.8,63.5,H,oui,aucun,Bretagne,oui,oui,2989,42313
Prévost,Sylvie,29,175.5,76.7,H,oui,doctorat,Corse,non,non,1509,42312
Blanchard,Élisabeth,71,171.5,75.5,H,non,bac+2,Occitanie,oui,oui,2508,41977
Guyon,Sophie,21,149.1,72.4,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,5155,83867
Hoarau,William,19,166.4,59.1,F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,2948,84114
Martins,Arnaude,22,173.1,87.9,H,oui,bac,Hauts-de-France,oui,oui,990,42362
Bouchet,Geneviève,24,177.3,78.9,F,non,doctorat,Corse,oui,non,2329,84052
Rousset,Antoine,43,173.4,85.4,F,oui,bac,Corse,oui,oui,3546,83584
Gaillard,Alfred,29,158.6,82.3,H,non,bac+2,Île-de-France,non,oui,2422,42288
Robert,Jeannine,32,170.7,71.1,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2319,42422
Guichard,Marine,31,181.9,68.7,F,non,doctorat,Occitanie,oui,non,1156,83579
Bernard,Luc,68,166.1,72.7,H,non,aucun,Auvergne-Rhône-Alpes,non,non,3975,41533
Paul,Yves,67,176.0,57.2,H,non,bac,Auvergne-Rhône-Alpes,non,oui,5482,42347
Prévost,Alexandre,19,172.6,89.1,F,non,doctorat,Corse,oui,oui,2317,83838
Briand,Capucine,57,175.3,82.6,H,non,bac,Normandie,oui,non,3961,41550
Guyot,Monique,21,180.6,83.1,H,non,master,Bretagne,oui,oui,2121,42309
Merle,Timothée,31,164.3,75.0,H,oui,doctorat,Occitanie,non,oui,3619,41849
Daniel,Théophile,38,167.8,86.0,H,non,bac+2,Île-de-France,oui,non,4243,41898
Le Gall,Christiane,39,160.8,57.4,F,oui,bac,Île-de-France,oui,non,2331,83885
Gautier,Lucie,62,173.1,62.1,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,4122,42486
Breton,Henri,18,174.2,70.6,H,non,aucun,Corse,oui,non,776,41667
Goncalves,Antoinette,27,156.8,74.2,H,oui,aucun,Hauts-de-France,oui,oui,500,41689
Guillaume,Bertrand,23,180.1,67.6,F,non,bac+2,Hauts-de-France,oui,oui,6391,84422
Blanchard,Constance,29,193.1,67.3,H,non,bac+2,Occitanie,oui,oui,2372,42192
Alves,Gilbert,68,180.0,95.5,F,oui,bac+2,Normandie,non,oui,534,84279
Dos Santos,André,46,152.1,60.7,F,non,bac,Occitanie,oui,non,3199,83624
Gautier,Nicolas,45,175.0,86.0,H,non,doctorat,Hauts-de-France,oui,oui,1060,42271
Pascal,Alix,47,146.8,82.9,F,non,bac+2,Normandie,non,oui,1506,84390
Daniel,Nath,26,149.8,72.2,F,oui,bac,Corse,oui,oui,3451,84388
Raymond,Jeannine,50,168.8,63.1,F,non,master,Normandie,non,non,2308,83664
Legros,Agnès,41,166.3,49.8,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,1642,83598
Dufour,Rémy,25,175.2,74.8,F,oui,bac,Normandie,non,non,2701,84042
Bernier,Olivie,66,160.0,67.3,F,non,bac+2,Île-de-France,non,non,500,83722
Lévy,Michèle,65,171.8,91.4,H,oui,master,Île-de-France,non,non,731,42275
Roche,Franck,61,164.1,74.9,H,oui,bac+2,Occitanie,oui,oui,4003,42464
Briand,Pénélope,56,165.5,59.6,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,500,42087
Perrier,Marine,55,171.0,100.6,H,oui,master,Hauts-de-France,non,oui,2832,42153
Grégoire,Manon,37,169.8,74.8,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,2486,84324
Gautier,David,67,161.9,82.3,F,oui,bac+2,Corse,non,non,2770,84444
Dubois,Julien,18,170.2,55.4,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,4064,41743
Bruneau,Richard,44,176.6,61.7,F,non,master,Hauts-de-France,oui,oui,3702,84414
Traore,Gabriel,63,165.0,58.3,H,oui,master,Hauts-de-France,oui,oui,1588,41719
Perrier,Catherine,70,152.3,77.1,H,oui,bac,Île-de-France,oui,non,500,41975
Boulanger,Caroline,30,157.7,38.9,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2396,84074
Roger,Clémence,23,168.5,65.1,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1248,83820
Adam,Christiane,33,158.3,77.0,F,non,aucun,Île-de-France,oui,oui,1839,84470
Collet,Auguste,18,173.2,56.7,H,oui,bac,Île-de-France,non,non,2717,42344
Lopes,Éléonore,66,183.0,78.8,F,non,master,Auvergne-Rhône-Alpes,non,oui,2005,84043
Olivier,Thibault,61,172.6,66.4,F,non,bac,Auvergne-Rhône-Alpes,non,oui,2509,83619
Dupré,Charlotte,21,166.7,67.5,F,non,aucun,Île-de-France,non,non,2754,83683
Coulon,Emmanuel,43,160.1,54.8,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,833,42176
Fournier,Christophe,66,154.0,51.7,H,non,master,Occitanie,non,non,2691,42008
Laurent,Adrienne,18,161.1,77.7,F,oui,bac+2,Île-de-France,non,non,2541,83807
Rolland,Denise,32,150.3,79.8,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3472,83801
Raymond,Raymond,48,160.1,76.3,H,non,bac+2,Corse,oui,non,1472,42051
Bailly,Claude,74,171.0,51.0,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,500,41746
Launay,Thomas,53,166.2,68.1,F,oui,master,Provence-Alpes-Côte d’Azur,non,non,2022,84486
Perrot,Yves,33,158.2,64.0,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,2823,42279
Lebreton,Thierry,63,169.6,72.7,H,oui,bac+2,Normandie,non,oui,1695,41507
Bouchet,Guy,34,181.7,52.4,F,oui,bac,Occitanie,oui,non,3085,84491
Hamon,Frédéric,39,181.8,77.2,H,oui,bac+2,Normandie,non,non,2256,42187
Benoit,Nathalie,68,164.7,85.5,F,oui,bac,Bretagne,oui,oui,792,83666
Roussel,Jacqueline,25,160.3,64.0,H,non,doctorat,Corse,oui,oui,3985,42167
Bernier,Auguste,26,173.8,55.5,F,non,doctorat,Île-de-France,non,oui,2127,84434
Blanc,Dorothée,52,163.9,59.4,H,non,master,Auvergne-Rhône-Alpes,non,non,3674,42000
Maillot,Agathe,68,156.3,94.1,H,oui,aucun,Normandie,oui,oui,3493,41663
Carre,Emmanuel,47,180.9,63.1,F,oui,bac+2,Corse,non,non,2320,83831
Turpin,Louise,27,155.7,62.1,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3092,84347
Picard,Sébastien,62,183.0,53.4,H,non,doctorat,Occitanie,oui,oui,2061,42241
Andre,Frédérique,63,168.5,49.1,F,oui,bac+2,Hauts-de-France,oui,non,3209,84460
Le Roux,Corinne,69,162.8,67.1,H,oui,bac,Occitanie,non,oui,1957,42062
Jacob,Jules,70,162.1,69.9,H,oui,doctorat,Normandie,non,oui,2241,42095
Martineau,Anne,48,166.3,59.1,F,non,master,Provence-Alpes-Côte d’Azur,non,oui,2883,84085
Baudry,René,30,186.5,72.1,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,3695,83618
Peltier,Michelle,63,156.1,72.4,F,non,bac,Hauts-de-France,non,non,1183,83697
Bazin,Joseph,36,155.2,58.9,H,oui,bac,Corse,oui,oui,3930,41877
Bourdon,Nicolas,72,179.5,73.6,H,oui,master,Normandie,oui,non,660,41520
Morvan,Vincent,24,168.0,74.5,F,non,bac,Île-de-France,oui,non,2710,83929
Carre,Roger,59,151.6,56.6,F,non,bac,Normandie,oui,oui,2423,83851
Étienne,Aurore,33,175.4,37.1,F,non,bac+2,Hauts-de-France,non,non,2305,83562
Delannoy,Cécile,68,171.4,82.7,H,non,master,Bretagne,non,oui,3331,41577
Vallet,Sabine,25,175.8,58.0,H,oui,aucun,Occitanie,oui,oui,500,42247
Masson,Victor,54,166.1,85.0,F,non,aucun,Hauts-de-France,non,oui,4172,83540
Blot,Emmanuelle,59,177.1,76.4,F,non,doctorat,Hauts-de-France,oui,oui,2955,83586
Schneider,Clémence,63,164.4,68.0,H,non,aucun,Normandie,non,oui,4502,42190
Jacques,Laurent,71,160.6,94.2,H,oui,aucun,Hauts-de-France,oui,oui,2113,42319
Leclerc,Laurent,46,183.3,48.9,F,oui,aucun,Hauts-de-France,oui,non,3203,83946
Benard,Amélie,23,162.6,48.8,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2762,84449
Benard,Christophe,52,180.1,57.3,H,non,aucun,Corse,non,oui,701,42230
Guérin,Isabelle,51,169.1,68.7,F,non,bac,Occitanie,non,oui,3157,84365
Bousquet,Éléonore,40,179.5,69.1,H,oui,aucun,Corse,oui,oui,4726,42291
Rodriguez,Laurence,37,172.2,64.8,H,oui,doctorat,Corse,non,oui,566,42339
Mallet,Aimée,64,167.4,65.0,F,oui,doctorat,Bretagne,non,oui,3652,84064
Da Costa,Geneviève,75,174.6,52.3,H,non,master,Provence-Alpes-Côte d’Azur,non,non,2706,41775
Weber,Aimée,62,176.7,92.9,H,oui,aucun,Bretagne,oui,non,3565,41907
Philippe,Philippe,54,177.6,70.9,H,non,bac,Auvergne-Rhône-Alpes,non,oui,2965,41911
Diallo,Aurore,56,182.5,50.0,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,2080,41545
Regnier,Arnaude,44,162.3,75.7,H,non,aucun,Auvergne-Rhône-Alpes,non,non,3976,41957
Gonzalez,Clémence,27,164.0,34.1,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2005,42475
Grondin,Noël,32,179.1,78.1,F,oui,aucun,Hauts-de-France,non,oui,3013,83744
Leclercq,Thibault,69,167.2,50.8,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3118,84441
Leclercq,David,56,161.7,102.8,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,3184,41814
Jacques,Alix,69,164.2,60.8,F,non,doctorat,Hauts-de-France,non,oui,2388,84161
Morin,Chantal,50,167.6,86.8,H,oui,bac,Normandie,non,oui,2723,41908
Rémy,Martin,64,162.7,98.4,F,oui,doctorat,Normandie,non,oui,2559,84340
Germain,Cécile,40,177.7,60.9,F,non,bac+2,Normandie,oui,oui,2935,84297
Pottier,Brigitte,72,173.1,41.7,H,non,master,Auvergne-Rhône-Alpes,oui,non,4918,41933
Roche,Édith,22,182.9,64.0,H,oui,bac,Île-de-France,oui,non,1177,41913
Goncalves,Inès,53,173.5,71.3,F,oui,master,Hauts-de-France,non,oui,2926,84401
Grenier,Richard,61,171.9,77.6,H,non,aucun,Corse,oui,non,4236,41733
Legros,Bertrand,62,175.7,54.3,F,oui,doctorat,Île-de-France,non,non,4135,84130
Laroche,Émilie,61,186.4,117.3,H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,1151,42314
Bègue,Madeleine,21,172.4,38.8,F,non,master,Hauts-de-France,non,non,3163,84423
Thibault,Émilie,39,164.5,98.9,H,oui,bac+2,Bretagne,non,oui,1570,41814
Bonnin,Bernard,31,153.1,62.9,H,non,bac,Bretagne,oui,non,500,42488
Lopes,Théodore,75,177.5,39.0,F,oui,bac+2,Île-de-France,non,oui,2534,84035
Cordier,Élisabeth,40,149.2,65.2,H,oui,bac+2,Hauts-de-France,non,oui,4472,42055
Dubois,Gilles,24,173.6,57.0,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,2462,84275
Antoine,Charlotte,49,170.2,77.1,H,oui,bac+2,Corse,non,oui,859,41685
Godard,Océane,37,175.9,29.4,F,non,bac,Bretagne,oui,non,1744,84028
Rodrigues,Thérèse,60,165.1,79.5,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,2527,84052
Vallet,Anaïs,74,155.9,55.2,H,oui,bac,Bretagne,oui,oui,2738,42152
Girard,Constance,44,169.2,61.3,F,oui,bac,Corse,non,non,1922,83974
Berthelot,Théophile,35,177.0,62.2,H,non,master,Occitanie,oui,oui,2394,41998
Collin,Alexandrie,66,191.7,48.6,F,non,bac,Provence-Alpes-Côte d’Azur,oui,non,500,84244
Lemoine,Michèle,26,177.8,59.8,H,non,doctorat,Île-de-France,oui,oui,2118,42168
Martel,Auguste,71,162.2,66.1,F,non,doctorat,Île-de-France,non,oui,4418,84261
Dupuy,Laetitia,36,178.0,82.9,F,oui,master,Corse,oui,non,800,83825
Delannoy,Laurent,29,158.5,27.4,H,non,aucun,Bretagne,oui,non,1528,41798
Philippe,Margaud,45,179.6,77.8,H,non,aucun,Hauts-de-France,oui,non,2234,41839
Blot,Alexandre,55,169.8,59.7,H,oui,aucun,Hauts-de-France,non,oui,2745,42197
Gomes,Aurore,30,177.7,45.8,H,non,aucun,Corse,oui,non,2859,42231
Pottier,Catherine,42,179.3,63.8,F,non,bac,Corse,non,oui,3340,84282
Lemaître,Adélaïde,21,198.1,68.4,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2971,84391
Morel,Catherine,40,162.6,72.7,F,oui,bac+2,Île-de-France,oui,oui,3052,83887
Reynaud,Madeleine,21,171.9,54.7,F,oui,bac+2,Occitanie,non,non,2747,83822
Joubert,Théodore,24,184.6,76.7,F,oui,bac+2,Occitanie,non,oui,3654,84138
Gallet,Noël,25,167.6,81.2,H,oui,doctorat,Hauts-de-France,non,oui,2835,42325
Arnaud,Éric,69,160.5,74.8,F,non,bac,Bretagne,oui,oui,1309,84403
Ruiz,Alex,23,163.7,72.8,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2856,41576
Riou,Éléonore,74,158.1,85.8,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,3186,42444
Lecomte,Édith,57,163.0,46.9,F,non,master,Corse,oui,oui,2326,84205
Hervé,Denise,30,165.5,71.7,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,2064,83554
Dumas,Frédéric,63,149.9,64.2,H,non,aucun,Occitanie,non,oui,2133,42409
Hamon,Agathe,50,176.3,59.5,H,oui,doctorat,Bretagne,oui,oui,4514,42431
Grenier,Olivier,54,150.9,89.7,H,oui,master,Occitanie,oui,oui,2230,42214
Garcia,Marie,66,178.6,71.2,F,non,master,Bretagne,oui,oui,3867,84426
Chevalier,André,28,166.1,53.5,H,oui,doctorat,Occitanie,non,oui,4204,41860
Rolland,Jules,32,168.9,73.3,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3981,84305
Perrier,Lucy,52,159.7,78.9,H,non,aucun,Hauts-de-France,non,non,1792,41595
Regnier,Jean,35,168.7,71.1,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,699,41812
Robin,Monique,58,162.2,90.3,F,non,aucun,Bretagne,oui,oui,3563,84463
Fontaine,Luce,57,169.4,73.6,F,non,aucun,Île-de-France,non,oui,2146,83674
Rousseau,Dorothée,35,183.6,67.0,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2778,42063
Benard,Anaïs,34,181.5,58.3,H,non,bac,Auvergne-Rhône-Alpes,non,oui,4370,42479
Thierry,Alice,58,154.7,94.4,F,oui,master,Corse,non,oui,2052,84207
Mathieu,Michelle,75,167.6,41.6,F,oui,master,Hauts-de-France,non,oui,1954,83764
Pascal,Chantal,73,159.6,60.9,H,oui,doctorat,Occitanie,oui,non,2335,41938
Guillaume,Aurore,19,179.6,73.1,F,oui,bac,Normandie,oui,oui,2869,83800
Boulay,Maggie,22,159.0,56.8,F,oui,master,Normandie,oui,non,4658,84404
Toussaint,Bernadette,26,162.6,94.8,H,oui,master,Normandie,oui,oui,2208,41860
Pons,Célina,18,170.0,86.1,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,4026,41632
Fernandez,Laure,58,168.9,64.2,H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,2432,41744
Thibault,Alice,48,173.4,83.4,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2505,83949
Antoine,Suzanne,21,176.2,94.6,F,oui,aucun,Île-de-France,oui,oui,2957,83647
Gomes,Antoinette,24,173.1,47.2,F,oui,aucun,Corse,oui,oui,500,83857
Leroux,Laetitia,42,173.9,68.6,H,non,bac+2,Corse,non,non,1882,41880
Hoarau,Éléonore,63,172.4,69.1,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,3853,41814
Clément,Émilie,36,170.9,58.8,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,3688,84373
Lecomte,Léon,23,167.8,77.9,H,oui,bac,Normandie,non,oui,1927,42031
Peron,Jeannine,61,163.5,71.3,F,oui,bac+2,Bretagne,non,non,2515,83656
Philippe,Corinne,35,174.8,66.0,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,500,83981
Da Silva,Patricia,27,165.7,81.9,H,non,bac,Normandie,non,non,2143,42225
Allain,Laurent,68,167.5,84.8,F,oui,aucun,Normandie,non,oui,1645,84197
Henry,Michelle,38,154.6,67.6,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1918,41956
Auger,Pénélope,48,160.3,67.4,F,non,bac,Corse,non,oui,3089,83583
Jacques,Madeleine,49,169.9,74.6,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,4676,83522
Joly,William,67,166.6,74.2,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,1888,41880
Lacombe,Aimé,72,161.5,61.2,H,non,doctorat,Occitanie,oui,non,1925,42216
Becker,Agnès,21,173.6,105.2,F,non,bac,Bretagne,non,oui,1640,83857
Huet,Benoît,72,165.8,69.1,F,oui,bac,Corse,oui,non,2974,83837
Mendès,Sylvie,25,172.6,89.3,H,non,aucun,Normandie,non,oui,500,41929
Guillot,Grégoire,24,146.1,62.6,H,non,doctorat,Hauts-de-France,oui,oui,3816,41785
Guérin,Inès,27,154.3,24.9,H,oui,aucun,Île-de-France,non,oui,3185,42450
Auger,Laure,29,172.4,53.6,F,oui,doctorat,Bretagne,non,oui,1317,83602
Hamon,Arnaude,39,160.3,71.7,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1748,83637
Jacquet,Zoé,59,174.9,27.2,H,oui,doctorat,Hauts-de-France,oui,oui,1471,42047
Bourdon,Stéphanie,45,158.7,66.2,F,non,doctorat,Bretagne,oui,oui,1854,84006
Weiss,Philippe,28,178.0,42.1,F,oui,doctorat,Normandie,oui,non,2554,84470
Petitjean,Anaïs,43,175.6,97.8,H,oui,master,Hauts-de-France,oui,non,1921,42325
Carre,Honoré,47,173.2,42.9,F,non,master,Normandie,oui,oui,500,84196
Normand,Inès,41,178.4,69.9,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,3914,84074
Blondel,Daniel,56,156.3,77.8,F,oui,bac,Bretagne,oui,oui,4742,84340
Adam,Zoé,22,174.2,74.1,H,oui,bac+2,Corse,oui,non,2510,42207
Dupuis,Isabelle,20,154.3,90.3,H,non,aucun,Île-de-France,non,oui,1766,41653
Hervé,Jeanne,38,175.0,46.6,H,non,aucun,Auvergne-Rhône-Alpes,non,non,1084,41989
Raymond,Corinne,50,184.4,64.8,H,non,master,Auvergne-Rhône-Alpes,oui,non,4243,41939
Guérin,Madeleine,24,169.2,42.4,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3570,84154
Poulain,Adrienne,68,164.1,80.5,F,non,doctorat,Île-de-France,non,oui,2530,83535
Dumas,Luc,61,154.6,72.5,F,oui,aucun,Corse,oui,non,5135,84483
Besnard,Dominique,59,174.9,69.1,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,3790,41618
Pages,Rémy,39,172.1,73.1,F,non,doctorat,Normandie,oui,non,1190,84308
Roux,Alain,67,172.3,85.5,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,1496,83527
Godard,Antoine,49,184.2,68.6,H,oui,bac,Bretagne,oui,oui,1434,42493
Raymond,Patricia,47,180.0,65.7,F,oui,bac+2,Hauts-de-France,oui,oui,3411,83641
Jourdan,Olivier,41,167.1,69.1,F,oui,aucun,Hauts-de-France,non,oui,3092,83727
Jacquet,Anaïs,48,172.9,40.1,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,1154,84336
Benoit,Jules,72,179.3,68.0,F,non,master,Hauts-de-France,non,oui,1871,84469
Didier,Jeannine,72,156.4,53.8,F,non,aucun,Normandie,non,oui,500,84283
Fabre,Alain,74,169.0,61.0,H,oui,bac,Île-de-France,oui,non,1340,41966
Verdier,Marc,36,169.3,75.5,F,oui,doctorat,Normandie,oui,oui,5011,83582
Nguyen,Joséphine,73,154.9,87.4,F,oui,bac+2,Occitanie,non,non,3667,84250
Renault,Noémi,75,162.2,73.0,F,oui,aucun,Hauts-de-France,oui,non,1950,83631
Lambert,Rémy,43,171.9,92.6,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,3226,83838
Gomes,Michelle,56,175.1,63.5,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,719,84222
Pereira,André,52,167.9,88.1,H,non,bac,Corse,non,oui,667,42041
Normand,Gilbert,56,159.4,71.9,F,oui,bac+2,Normandie,non,oui,1318,83689
Delmas,Lorraine,31,162.1,63.6,H,non,bac+2,Bretagne,oui,oui,861,42335
Laurent,Isabelle,22,160.3,80.6,F,non,aucun,Bretagne,non,non,931,83784
Weber,Éric,51,154.0,60.5,H,non,bac,Île-de-France,oui,non,3378,42052
Hamel,Isabelle,45,168.0,63.0,F,non,bac,Corse,non,non,2553,83632
Vallet,Alice,48,152.5,77.4,F,oui,master,Auvergne-Rhône-Alpes,non,non,2960,84171
Delmas,Thérèse,53,165.9,85.1,H,oui,doctorat,Hauts-de-France,non,non,1147,41790
